%_aligned,N_bases,Av_Qual_reads,Max_Qual_reads,Av_Qual_non_varient,Max_Qual_non_varient,Av_Qual_varient,Max_Qual_varient,N_varient,N_non_varient
2.46%,0,0,0
2.37%,0,0,0
2.28%,0,0,0
2.17%,0,0,0
2.03%,0,0,0
1.85%,0,0,0
1.63%,0,0,0
1.33%,0,0,0
0.87%,0,0,0
0.30%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
0.00%,0,0,0
